qt_p9hh25phtd,qt_xs4phvphtd,qt_ys4phvphtd,qt_h8phm6rhtd,qt_oldnq6rhtd
08-6898155  tel:086898155,"ד.נ. לכיש דרום, תלמים, ישראל",כללית תלמים,טיפות חלב,5
08-6892798  tel:086892798,"ד.נ חוף אשקלון, חלץ, ישראל",כללית חלץ,טיפות חלב,5
08-6887976  tel:086887976,"ד.נ לכיש דרום, לכיש, ישראל",כללית לכיש,טיפות חלב,5
08-6879888  tel:086879888,"קרית גת, מיכה 8, ישראל",לאומית קרית גת מיכה,מרפאות,2
08-6875191  tel:086875191,"שד' לכיש  30, קריית גת, ישראל",הפועלים קרית גת,בנקים,6
08-6874316  tel:086874316,"ד.נ שדה גת, בית ניר, ישראל",כללית בית ניר,טיפות חלב,5
08-6874219  tel:086874219,"ד.נ לכיש דרום, בית גוברין, ישראל",כללית בית גוברין,טיפות חלב,5
08-6867260  tel:086867260,"נתיבות שלום 16, קריית גת, ישראל",מכבי רמות דוד מכבי,טיפות חלב,5
08-6856200  tel:086856200,"מרכז מסחרי  0, רהט, ישראל",הפועלים רהט,בנקים,6
08-6848619  tel:086848619,"שדה דוד, שדה דוד, ישראל",כללית שדה דוד,טיפות חלב,5
08-6830222  tel:086830222,"ההסתדרות 23, אשלים, ישראל",כללית מרכז הילד אשקלון כללית,טיפות חלב,5
08-6815314  tel:086815314,"נתיבות שלום 16, קריית גת, ישראל",מאוחדת קרית גת מאוחדת,טיפות חלב,5
08-6814406  tel:086814406,"ד.ה שדה גת, קוממיות, ישראל",כללית קוממיות,טיפות חלב,5
08-6808844  tel:086808844,"ד.נ חוף אשקלון, דורות, ישראל",כללית דורות,טיפות חלב,5
08-6807800  tel:086807800,"רהט, מרכז מסחרי , ישראל",לאומית רהט,מרפאות,2
08-6807100  tel:086807100,"רוחמה, רוחמה, ישראל",כללית רוחמה,טיפות חלב,5
08-6803661  tel:086803661,"ד.נ חוף אשקלון 79152, ברור חיל, ישראל",כללית ברור חיל,טיפות חלב,5
08-6801885  tel:086801885,"ככר הנשיא  8, שדרות, ישראל",הפועלים שדרות,בנקים,6
08-6801222  tel:086801222,"ד.נ חוף אשקלון, ארז, ישראל",כללית ארז,טיפות חלב,5
08-6800412  tel:086800412,"קיבוץ סעד, סעד, ישראל",מכבי קיבוץ סעד,טיפות חלב,5
08-6799200  tel:086799200,"שד ירושלים  119, אשלים, ישראל","הבינלאומי אוצה""ח אשקלון ברנע",בנקים,6
08-6798222  tel:086798222,"אסף הרופא 10, אשלים, ישראל",כללית אשקלון דרום,טיפות חלב,5
08-6790555  tel:086790555,"אשקלון, כצנלסון 10, ישראל",לאומית אשקלון כצנלסון,מרפאות,2
08-6780176  tel:086780176,"אקסודוס 12, אשלים, ישראל",משרד הבריאות נווה דקלים,טיפות חלב,5
08-6776200  tel:086776200,"רמז  25, אשלים, ישראל",הבינלאומי אשקלון,בנקים,6
08-6774905  tel:086774905,"ד.נ לכיש צפון, נגבה, ישראל",כללית נגבה,טיפות חלב,5
08-6748222  tel:086748222,"מרכז בכור, אשלים, ישראל",כללית היובל כללית,טיפות חלב,5
08-6747469  tel:086747469,"הגבורה  3, אשלים, ישראל",הפועלים שמשון,בנקים,6
08-6741741  tel:086741741,"אשקלון, הגבורה 11, ישראל",מאוחדת אשקלון -הגבורה,מרפאות,2
08-6724650  tel:086724650,"ד.נ שדה גת, ניר ישראל, ישראל",כללית ניר ישראל,טיפות חלב,5
08-6721989  tel:086721989,"הרצל  28, אשלים, ישראל",הפועלים אשקלון,בנקים,6
08-6701444  tel:086701444,"אשקלון, אקסודוס 6, ישראל",מאוחדת נווה דקלים -אשקלון,מרפאות,2
08-6670333  tel:086670333,"שד העצמאות 30, קריית גת, ישראל",כללית קרית גת מרכז הילד כללית,טיפות חלב,5
08-6670200  tel:086670200,"הזית  54, קריית גת, ישראל",הבינלאומי קרית גת,בנקים,6
08-6654201  tel:086654201,"שכ 13 , כסיפה, ישראל",משרד הבריאות כסיפה ב,טיפות חלב,5
08-6650944  tel:086650944,"ים המלח - בתי מלון,  0, ישראל",כללית ים המלח - מרפאת חרבות ברזל (מפונים) - ים המלח בתי מלון,מרפאות,2
08-6624666  tel:086624666,"שדרות, בן יהודה 21, ישראל",לאומית שדרות,מרפאות,2
08-6621222  tel:086621222,"שדרות, הדגל 4, ישראל",כללית שדרות,מרפאות,2
08-6617222  tel:086617222,"אשדוד, רבי יהודה הנשיא 6, ישראל",מאוחדת אשדוד -יהודה הנשיא- רובע ז,מרפאות,2
08-6602611  tel:086602611,"שד העצמאות 64, קריית גת, ישראל",מכבי קרית גת מכבי,טיפות חלב,5
08-6596120  tel:086596120,"שד' בן גוריון  1, מצפה רמון, ישראל",הפועלים מצפה רמון,בנקים,6
08-6592223  tel:086592223,"ד.נ הערבה, ספיר, ישראל",כללית ספיר,טיפות חלב,5
08-6592223  tel:086592223,"ספיר,  0, ישראל",כללית ספיר,מרפאות,2
08-6590111  tel:086590111,"סייד (שבט),  0, ישראל",כללית אל סייד,מרפאות,2
08-6581075  tel:086581075,"ד.נ הערבה, פארן, ישראל",כללית פארן,טיפות חלב,5
08-6581073  tel:086581073,"ד.נ הערבה, עין יהב, ישראל",כללית עין יהב,טיפות חלב,5
08-6581033  tel:086581033,"ד.נ הערבה, עידן, ישראל",כללית עידן,טיפות חלב,5
08-6562520  tel:086562520,"ד.נ חלוצה, רביבים, ישראל",כללית רביבים,טיפות חלב,5
08-6561460  tel:086561460,"ד.נ חלוצה, ניצנה (קהילת חינוך), ישראל",כללית ניצנה,טיפות חלב,5
08-6560333  tel:086560333,"שדה בוקר, שדה בוקר, ישראל",כללית שדה בוקר קיבוץ,טיפות חלב,5
08-6559381  tel:086559381,"שדרות הנשיא (ליד בית האבות), דימונה, ישראל",משרד הבריאות דימונה א',טיפות חלב,5
08-6555565  tel:086555565,"ד.נ. ים המלח, נאות הכיכר, ישראל",כללית נאות הכיכר,טיפות חלב,5
08-6553750  tel:086553750,"הניצחון א', דימונה, ישראל",משרד הבריאות דימונה ה',טיפות חלב,5
08-6543352  tel:086543352,"בורנשטיין צבי  915, ירוחם, ישראל",הפועלים ירוחם,בנקים,6
08-6517479  tel:086517479,"לקיה, לקיה, ישראל",משרד הבריאות לקיה א',טיפות חלב,5
08-6510980  tel:086510980,"חורה, חורה, ישראל",משרד הבריאות חורה ב',טיפות חלב,5
08-6510230  tel:086510230,"מרכז מסחרי, להבים, ישראל",מכבי להבים מכבי,טיפות חלב,5
08-6510178  tel:086510178,"שכונה 9, חורה, ישראל",כללית חורה ב' כללית,טיפות חלב,5
08-6510034  tel:086510034,"מרכז מסחרי מיתר, מיתר, ישראל",מכבי מיתר מכבי,טיפות חלב,5
08-6503343  tel:086503343,"יגאל אלון  5, דימונה, ישראל",הפועלים דימונה,בנקים,6
08-6503222  tel:086503222,"דימונה, רחבת יציאת אירופה 1, ישראל",כללית דימונה ד',מרפאות,2
08-6486266  tel:086486266,"שד הרב מפוניבז' 3, מודיעין עילית, ישראל",מאוחדת גרין פארק מאוחדת,טיפות חלב,5
08-6481257  tel:086481257,"קהירי 1, באר שבע, ישראל",משרד הבריאות רמות,טיפות חלב,5
08-6433511  tel:086433511,"הוברמן 7, באר שבע, ישראל",משרד הבריאות תחנת הוברמן,טיפות חלב,5
08-6416622  tel:086416622,"יוהנה ז'בוטינסקי 30, באר שבע, ישראל",מכבי נווה זאב מכבי,טיפות חלב,5
08-6413897  tel:086413897,"סנהדרין 113, באר שבע, ישראל","משרד הבריאות תחנה י""ד",טיפות חלב,5
08-6406870  tel:086406870,"אברהם אבינו  99, באר שבע, ישראל",הפועלים האשל,בנקים,6
08-6365200  tel:086365200,"שדרות התמרים  11, אילת, ישראל",הבינלאומי אילת,בנקים,6
08-6361202  tel:086361202,"שד' התמרים, פינת דרך הערבה, מרכז מסחרי שבעת הכוכבים  3, אילת, ישראל",הפועלים אילת,בנקים,6
08-6359377  tel:086359377,"מחנה יוכבד  0, אילת, ישראל",הבינלאומי עובדה,בנקים,6
08-6355885  tel:086355885,"ד.נ חבל אילות 88820, אילות, ישראל",כללית חבל אילות,טיפות חלב,5
08-6355880  tel:086355880,"יטבתה,  0, ישראל",כללית נוף אדום (מרפאה איזורית) - יטבתה,מרפאות,2
08-6353000  tel:086353000,"אילת, שדרות ששת הימים 290, ישראל",כללית שחמון - מרכז בריאות הילד - אילת,מרפאות,2
08-6341071  tel:086341071,"שכונת הדקל ב, אילת, ישראל",משרד הבריאות הדקל,טיפות חלב,5
08-6327200  tel:086327200,"שד' מנחם בגין  7, אשדוד, ישראל",הבינלאומי מתחם קופות ומזומנים,בנקים,6
08-6318353  tel:086318353,"שכונת צאלים, אילת, ישראל",משרד הבריאות צאלים,טיפות חלב,5
08-6317236  tel:086317236,"שכונת שחמון, אילת, ישראל",משרד הבריאות שחמון,טיפות חלב,5
08-6308800  tel:086308800,"קרית גת,  16, ישראל",מאוחדת ק.גת דונה נתיבות שלום 16,מרפאות,2
08-6292890  tel:086292890,"באר שבע, נחל קדרון 17, ישראל",כללית הפארק - באר שבע,מרפאות,2
08-6292389  tel:086292389,"העצמאות  40, באר שבע, ישראל",הפועלים באר שבע,בנקים,6
08-6292249  tel:086292249,"יצחק רגר  17, באר שבע, ישראל",הפועלים הנשיאים,בנקים,6
08-6279768  tel:086279768,"מתנס קהילתי פלח 5 יהודה הנשיא 2 מול מקיף רגר, נווה, באר שבע, ישראל",משרד הבריאות פלח 5,טיפות חלב,5
08-6268888  tel:086268888,"תל שבע,  0, ישראל",כללית תל שבע,מרפאות,2
08-6268844  tel:086268844,"תל שבע,  0, ישראל",כללית מרכז בריאות הילד והנוער - תל שבע,מרפאות,2
08-6268666  tel:086268666,"באר שבע, כהן יעקב 6, ישראל",לאומית רגר,מרפאות,2
08-6263536  tel:086263536,"ים המלח - בתי מלון, ים המלח - בתי מלון, ישראל",משרד הבריאות מלון נבו,טיפות חלב,5
08-6261555  tel:086261555,"באר שבע, וינגייט 63, ישראל",מאוחדת באר שבע-וינגייט,מרפאות,2
08-6258700  tel:086258700,"שד הרב מפוניבז' 9, מודיעין עילית, ישראל",מכבי גרין פארק מכבי,טיפות חלב,5
08-6253225  tel:086253225,"רותם 10, עומר, ישראל",כללית עומר,טיפות חלב,5
08-6252882  tel:086252882,"שכונה 2-  901, תל שבע, ישראל",משרד הבריאות תל שבע,טיפות חלב,5
08-6240222  tel:086240222,"באר שבע, הר כנען 4, ישראל",כללית פסגת רמות - באר שבע,מרפאות,2
08-6230762  tel:086230762,"שגב שלום, שגב-שלום, ישראל",משרד הבריאות שגב שלום,טיפות חלב,5
08-6217888  tel:086217888,"עיון התלמוד 1/2, מודיעין עילית, ישראל",לאומית גרין פארק לאומית,טיפות חלב,5
08-6207220  tel:086207220,"משאבי שדה,  0, ישראל",כללית רמת נגב - מרפאה משולבת - משאבי שדה,מרפאות,2
08-6204200  tel:086204200,"בן צבי  9, באר שבע, ישראל",הבינלאומי באר שבע,בנקים,6
08-6203333  tel:086203333,"הרצל  91, באר שבע, ישראל",מסד באר שבע,בנקים,6
08-6114400  tel:086114400,"רמות דוד, קריית גת, ישראל",לאומית רמות דוד  לאומית,טיפות חלב,5
08-6113900  tel:086113900,"יבנה, הדוגית 16, ישראל",כללית יבנה הירוקה,מרפאות,2
08-6109243  tel:086109243,"שד ירושלים 32, באר שבע, ישראל",משרד הבריאות תחנה ט',טיפות חלב,5
077-9616784  tel:0779616784,"אלון 3, קריית ים, ישראל",משרד הבריאות קרית ים א,טיפות חלב,5
077-9610225  tel:0779610225,"אסא המלך 4, חיפה, ישראל",משרד הבריאות נווה דוד,טיפות חלב,5
077-9525795  tel:0779525795,"חיבת ציון 3, קריית מוצקין, ישראל",משרד הבריאות חיבת ציון,טיפות חלב,5
077-9511745  tel:0779511745,"פוריידיס, פוריידיס, ישראל",משרד הבריאות פוריידיס,טיפות חלב,5
077-9400704  tel:0779400704,"הגליל 1/15, פרדס חנה-כרכור, ישראל",משרד הבריאות אגוז כרכור,טיפות חלב,5
077-7840979  tel:0777840979,"יוספטל 56, קריית אתא, ישראל",משרד הבריאות יוספטל - קריית אתא,טיפות חלב,5
